successfully obtained license
failed to connect to server
Working on case6468_rte: data_file = pglib-opf/pglib_opf_case6468_rte.m[warn | PowerModels]: reversing the orientation of branch 8773 (6102, 6231) to be consistent with other parallel branches
[warn | PowerModels]: no active generators found at bus 4009, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3712, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1364, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 494, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3264, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 482, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 178, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 442, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3678, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 5995, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1590, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3144, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 261, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1999, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2673, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1323, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6468, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6384, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1472, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4257, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4840, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6435, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6286, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6126, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3160, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6430, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1740, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 2853, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 6125, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1867, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2830, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2303, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 537, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 1442, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 995, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3773, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 1119, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6076, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6119, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6227, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 733, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 2670, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3426, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 2454, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 336, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4743, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6196, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6409, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 891, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2543, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 137, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2569, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4740, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3177, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6191, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2744, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3688, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6252, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 264, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6288, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6441, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 5990, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6385, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6225, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6243, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4325, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6204, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3657, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 594, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 991, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1320, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6276, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6364, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4344, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6469, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3914, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6115, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 308, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4850, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 735, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 752, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 832, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1650, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 685, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3716, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1056, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 5989, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 191, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6369, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1134, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4351, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4897, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2914, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4741, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 827, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4990, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 3888, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4848, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4155, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2351, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6470, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1666, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1504, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 6474, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3873, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4498, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6362, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3257, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6014, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4682, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 3078, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1692, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 339, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2993, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4643, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4904, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4047, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 328, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6290, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1711, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4529, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1875, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 3568, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1268, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 738, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6121, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4439, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4438, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 653, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6287, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6257, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3436, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6345, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6146, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 5998, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2471, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6328, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 839, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3319, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6382, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2638, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4377, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6144, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2472, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6475, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4780, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1296, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6114, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6006, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3526, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4695, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1313, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4318, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3736, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1735, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 2131, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 1113, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1265, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 3862, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4077, updating to bus type from 1 to 2
[warn | PowerModels]: active generators found at bus 3532, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 1354, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4345, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3441, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 156, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6333, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6224, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3520, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 4437, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 335, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 449, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2305, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4890, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6003, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2657, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 745, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6041, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6080, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6019, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3618, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4949, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1934, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1870, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1021, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3282, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4876, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4849, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 672, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4924, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 2253, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4800, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3780, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 5999, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1946, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 285, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 626, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4778, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 571, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 1695, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6307, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 2651, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1991, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6402, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3143, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4868, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 887, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3540, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 834, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6420, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4300, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 5079, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3673, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3821, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 2200, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3781, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 3468, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4847, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6148, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 4779, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6101, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 1606, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 2424, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 4603, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 6040, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 259, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 3259, updating to bus type from 2 to 1
[warn | PowerModels]: no active generators found at bus 47, updating to bus type from 2 to 1
[warn | PowerModels]: active generators found at bus 1269, updating to bus type from 1 to 2
[warn | PowerModels]: no active generators found at bus 6437, updating to bus type from 2 to 1
